,Unnamed: 0,anime_id,title,type,source,episodes,airing,rating,score,rank,watched_by,members,favorites,producer,licensor,studio,genre,duration_min,aired_start,aired_end
0,0,11013,Inu x Boku SS,TV,Manga,12,False,PG-13 - Teens 13 or older,7.63,1274.0,231,283882,2809,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Inu x Boku SS Production Partners",Sentai Filmworks,David Production,"Comedy, Supernatural, Romance, Shounen",24,2012-01-13,2012-03-30
1,1,2104,Seto no Hanayome,TV,Manga,26,False,PG-13 - Teens 13 or older,7.89,727.0,366,204003,2579,"TV Tokyo, AIC, Square Enix, Sotsu",Funimation,Gonzo,"Comedy, Parody, Romance, School, Shounen",24,2007-04-02,2007-10-01
2,2,721,Princess Tutu,TV,Original,38,False,PG-13 - Teens 13 or older,8.21,307.0,916,93312,3344,"Memory-Tech, GANSIS, Marvelous AQL",ADV Films,Hal Film Maker,"Comedy, Drama, Magic, Romance, Fantasy",16,2002-08-16,2003-05-23
3,3,12365,Bakuman. 3rd Season,TV,Manga,25,False,PG-13 - Teens 13 or older,8.67,50.0,426,182765,2082,"NHK, Shueisha",,J.C.Staff,"Comedy, Drama, Romance, Shounen",24,2012-10-06,2013-03-30
4,4,2787,Shakugan no Shana II (Second),TV,Light novel,24,False,PG-13 - Teens 13 or older,7.72,1066.0,332,220591,1075,"Geneon Universal Entertainment, ASCII Media Works",Funimation,J.C.Staff,"Action, Drama, Fantasy, Romance, School, Supernatural",24,2007-10-05,2008-03-28
5,5,4477,Nodame Cantabile: Paris-hen,TV,Manga,11,False,PG-13 - Teens 13 or older,8.24,281.0,988,85660,282,"Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment",,J.C.Staff,"Music, Slice of Life, Comedy, Romance, Josei",23,2008-10-10,2008-12-19
6,6,853,Ouran Koukou Host Club,TV,Manga,26,False,PG-13 - Teens 13 or older,8.34,205.0,69,538843,24072,"VAP, Hakusensha, Nippon Television Network",Funimation,Bones,"Comedy, Harem, Romance, School, Shoujo",23,2006-04-05,2006-09-27
7,7,4814,Junjou Romantica 2,TV,Manga,12,False,PG-13 - Teens 13 or older,8.15,374.0,799,108186,1123,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Nozomi Entertainment,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",24,2008-10-12,2008-12-28
8,8,7054,Kaichou wa Maid-sama!,TV,Manga,26,False,PG-13 - Teens 13 or older,8.2,314.0,71,531292,14436,"Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",Sentai Filmworks,J.C.Staff,"Comedy, Romance, School, Shoujo",24,2010-04-02,2010-09-24
9,9,11123,Sekaiichi Hatsukoi 2,TV,Manga,12,False,PG-13 - Teens 13 or older,8.23,288.0,945,89543,726,"Lantis, Kadokawa Shoten, AT-X, KlockWorx",Funimation,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",24,2011-10-08,2011-12-24
10,10,14227,Tonari no Kaibutsu-kun,TV,Manga,13,False,PG-13 - Teens 13 or older,7.71,1093.0,88,482105,4064,"TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha","NIS America, Inc.",Brain&#039;s Base,"Slice of Life, Comedy, Romance, School, Shoujo",24,2012-10-02,2012-12-25
11,11,269,Bleach,TV,Manga,366,False,PG-13 - Teens 13 or older,7.9,693.0,18,819284,40718,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",24,2004-10-05,2012-03-27
12,12,59,Chobits,TV,Manga,26,False,PG-13 - Teens 13 or older,7.53,1546.0,188,317641,3271,"TBS, Pioneer LDC","Funimation, Geneon Entertainment USA",Madhouse,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",24,2002-04-03,2002-09-25
13,13,6045,Kimi ni Todoke,TV,Manga,25,False,PG-13 - Teens 13 or older,8.13,400.0,111,417136,8041,"VAP, Nippon Television Network, Shueisha","NIS America, Inc.",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo",22,2009-10-07,2010-03-31
14,14,1735,Naruto: Shippuuden,TV,Manga,500,False,PG-13 - Teens 13 or older,8.18,337.0,20,794112,42846,"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha",Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",23,2007-02-15,2017-03-23
15,15,210,Ranma ½,TV,Manga,161,False,R+ - Mild Nudity,7.85,802.0,623,134537,2742,"Shogakukan Productions, Kitty Films, Fuji TV, Shogakukan",Viz Media,Studio Deen,"Slice of Life, Comedy, Martial Arts, Fantasy",24,1989-04-15,1992-09-25
16,16,4224,Toradora!,TV,Light novel,25,False,PG-13 - Teens 13 or older,8.39,174.0,13,910373,35322,"Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music","NIS America, Inc.",J.C.Staff,"Slice of Life, Comedy, Romance, School",24,2008-10-02,2009-03-26
17,17,10030,Bakuman. 2nd Season,TV,Manga,25,False,PG-13 - Teens 13 or older,8.49,108.0,374,201720,1023,"NHK, Shueisha",Media Blasters,J.C.Staff,"Comedy, Drama, Romance, Shounen",24,2011-10-01,2012-03-24
18,18,4722,Skip Beat!,TV,Manga,25,False,PG-13 - Teens 13 or older,8.24,282.0,488,164738,4668,"Sotsu, Pony Canyon, Hakusensha, TV Tokyo Music",Pied Piper,Hal Film Maker,"Comedy, Drama, Romance, Shoujo",24,2008-10-06,2009-03-30
19,19,14397,Chihayafuru 2,TV,Manga,25,False,PG-13 - Teens 13 or older,8.47,116.0,757,114340,1116,"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports",22,2013-01-12,2013-06-29
20,20,1557,Shounen Onmyouji,TV,Light novel,26,False,PG-13 - Teens 13 or older,7.68,1158.0,1793,39422,274,"Sotsu, Marine Entertainment","Funimation, Geneon Entertainment USA",Studio Deen,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",23,2006-10-03,2007-03-13
21,21,10800,Chihayafuru,TV,Manga,25,False,PG-13 - Teens 13 or older,8.29,246.0,348,213902,4524,"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports",22,2011-10-05,2012-03-28
22,22,3731,Itazura na Kiss,TV,Manga,25,False,PG-13 - Teens 13 or older,7.7,1108.0,473,170224,2632,"Bandai Visual, Trinity Sound",Discotek Media,TMS Entertainment,"Comedy, Romance, Shoujo",24,2008-04-05,2008-09-25
23,23,9513,Beelzebub,TV,Manga,60,False,PG-13 - Teens 13 or older,8.02,528.0,208,302082,3785,"Studio Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",Discotek Media,Pierrot Plus,"Action, Comedy, Demons, Supernatural, School, Shounen",24,2011-01-09,2012-03-25
24,24,5835,Hanasakeru Seishounen,TV,Manga,39,False,PG-13 - Teens 13 or older,7.87,753.0,1654,44633,500,,,Studio Pierrot,"Drama, Romance, Shoujo",24,2009-04-05,2010-02-14
25,25,9863,SKET Dance,TV,Manga,77,False,PG-13 - Teens 13 or older,8.33,213.0,646,130264,2474,"TV Tokyo, Avex Entertainment, Dentsu",,Tatsunoko Production,"Comedy, School, Shounen",24,2011-04-07,2012-09-27
26,26,7817,B-gata H-kei,TV,4-koma manga,12,False,R+ - Mild Nudity,7.1,3193.0,285,244791,1641,"Dentsu, AT-X, DAX Production, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY",Funimation,"Hal Film Maker, TYO Animations","Comedy, Romance, Ecchi, School, Seinen",24,2010-04-02,2010-06-18
27,27,120,Fruits Basket,TV,Manga,26,False,PG-13 - Teens 13 or older,7.77,939.0,222,292572,7579,"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",24,2001-07-05,2001-12-27
28,28,957,Saiunkoku Monogatari,TV,Light novel,39,False,PG-13 - Teens 13 or older,8.04,512.0,1313,61739,1059,"NHK, Sogo Vision","Funimation, Geneon Entertainment USA",Madhouse,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",25,2006-04-08,2007-02-24
29,29,21,One Piece,TV,Manga,0,True,PG-13 - Teens 13 or older,8.54,91.0,35,720133,69760,"Fuji TV, TAP, Shueisha","Funimation, 4Kids Entertainment",Toei Animation,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",24,1999-10-20,
30,30,1974,Glass no Kamen (2005),TV,Manga,51,False,G - All Ages,8.18,333.0,2523,22123,365,"TMS Entertainment, MediaNet",Sentai Filmworks,Tokyo Movie Shinsha,"Drama, Shoujo",25,2005-04-06,2006-03-29
31,31,857,Air Gear,TV,Manga,25,False,R+ - Mild Nudity,7.64,1233.0,297,235764,3254,"Marvelous, Kodansha","ADV Films, Funimation",Toei Animation,"Action, Comedy, Ecchi, Shounen, Sports",24,2006-04-05,2006-09-27
32,32,249,InuYasha,TV,Manga,167,False,PG-13 - Teens 13 or older,7.9,697.0,141,371313,12282,"Yomiuri Telecasting, Shogakukan",Viz Media,Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",24,2000-10-16,2004-09-13
33,33,5690,Nodame Cantabile Finale,TV,Manga,11,False,PG-13 - Teens 13 or older,8.34,203.0,995,84808,381,"Fuji TV, Sony Music Entertainment",,J.C.Staff,"Comedy, Josei, Music, Romance",22,2010-01-15,2010-03-26
34,34,1571,Ghost Hunt,TV,Novel,25,False,PG-13 - Teens 13 or older,7.92,656.0,527,152490,2579,"TV Tokyo, Avex Entertainment, Marvelous, Delfi Sound",Funimation,J.C.Staff,"Comedy, Horror, Mystery, Shoujo, Supernatural",25,2006-10-04,2007-03-28
35,35,11759,Accel World,TV,Light novel,24,False,PG-13 - Teens 13 or older,7.53,1545.0,103,433343,3680,"Genco, Rakuonsha, Warner Bros., flying DOG, ASCII Media Works",Viz Media,Sunrise,"Action, Game, Sci-Fi, Romance, School",24,2012-04-07,2012-09-22
36,36,7674,Bakuman.,TV,Manga,25,False,PG-13 - Teens 13 or older,8.32,216.0,172,332666,6846,"NHK, Shueisha","Media Blasters, NYAV Post",J.C.Staff,"Comedy, Drama, Romance, Shounen",24,2010-10-02,2011-04-02
37,37,1698,Nodame Cantabile,TV,Manga,23,False,PG-13 - Teens 13 or older,8.41,163.0,381,198927,4443,"Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing",,J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei",22,2007-01-12,2007-06-15
38,38,14713,Kamisama Hajimemashita,TV,Manga,13,False,PG-13 - Teens 13 or older,8.14,383.0,259,266342,6387,"TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",Funimation,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",24,2012-10-02,2012-12-25
39,39,232,Cardcaptor Sakura,TV,Manga,70,False,PG - Children,8.21,297.0,292,237669,9453,"NHK, Kodansha, Sogo Vision, YTV","Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",25,1998-04-07,2000-03-21
40,40,233,Daa! Daa! Daa!,TV,Manga,78,False,G - All Ages,7.78,919.0,3045,15211,216,,,J.C.Staff,"Comedy, Sci-Fi, Shoujo",25,2000-03-28,2002-02-26
41,41,9656,Kimi ni Todoke 2nd Season,TV,Manga,12,False,PG-13 - Teens 13 or older,8.12,412.0,322,224494,1117,"VAP, Nippon Television Network, Shueisha","NIS America, Inc.",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo",23,2011-01-12,2011-03-30
42,42,9926,Sekaiichi Hatsukoi,TV,Manga,12,False,PG-13 - Teens 13 or older,8.07,469.0,701,121752,2908,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Funimation,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",23,2011-04-09,2011-06-25
43,43,3092,Junjou Romantica,TV,Manga,12,False,PG-13 - Teens 13 or older,7.99,568.0,568,146369,4707,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Nozomi Entertainment,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",24,2008-04-11,2008-06-27
44,44,1579,Kiniro no Corda: Primo Passo,TV,Visual novel,25,False,PG-13 - Teens 13 or older,7.63,1273.0,1138,72255,1126,"Aniplex, Hakusensha, Koei, TYO",Sentai Filmworks,Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",24,2006-10-02,2007-03-26
45,45,32370,D.Gray-man Hallow,TV,Manga,13,False,R - 17+ (violence & profanity),7.92,655.0,795,108764,825,"TV Tokyo, Aniplex, Dentsu, Shueisha",Funimation,TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen",24,2016-07-05,2016-09-27
46,46,34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,OVA,Original,1,False,R - 17+ (violence & profanity),7.4,2049.0,2044,31844,276,,,Lerche,"Action, Mystery, Horror, Psychological",25,2017-01-12,2017-01-12
47,47,153,Juuni Kokuki,TV,Novel,45,False,PG-13 - Teens 13 or older,8.13,399.0,1016,82925,1907,Sogo Vision,"Media Blasters, TOKYOPOP",Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural",25,2002-04-09,2003-08-30
48,48,1381,Seikai no Monshou Special,Special,Light novel,1,False,PG-13 - Teens 13 or older,7.35,2254.0,6165,2758,3,"Bandai Visual, WOWOW, BeSTACK",,Sunrise,"Action, Military, Romance, Sci-Fi, Space",90,2000-04-07,2000-04-07
49,49,14353,Death Billiards,Movie,Original,1,False,R - 17+ (violence & profanity),8.01,542.0,637,132203,226,,Funimation,Madhouse,"Game, Mystery, Psychological, Drama, Thriller",25,2013-03-02,2013-03-02
50,50,26443,Triage X,TV,Manga,10,False,R+ - Mild Nudity,6.41,5978.0,1025,81824,158,"DAX Production, Nippon Columbia",Sentai Filmworks,Xebec,"Action, Adventure, Ecchi, Shounen",23,2015-04-09,2015-06-11
51,51,7791,K-On!!,TV,4-koma manga,26,False,PG-13 - Teens 13 or older,8.14,383.0,183,322621,7149,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,"Comedy, Music, School, Slice of Life",24,2010-04-07,2010-09-29
52,52,747,Haru wo Daite Ita,OVA,Manga,2,False,R+ - Mild Nudity,6.93,,2808,17989,92,"Frontier Works, On-Lead","Media Blasters, Kitty Media",Trinet Entertainment,"Drama, Romance, Yaoi",30,2005-03-31,2005-05-27
53,53,20057,Space☆Dandy,TV,Original,13,False,PG-13 - Teens 13 or older,7.88,748.0,468,171855,2868,"Bandai Visual, flying DOG, Bandai Namco Entertainment",Funimation,Bones,"Sci-Fi, Space, Comedy",24,2014-01-05,2014-03-27
54,54,30347,Nanatsu no Taizai OVA,OVA,Manga,2,False,PG-13 - Teens 13 or older,7.77,949.0,1245,65495,94,Aniplex,,A-1 Pictures,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",24,2015-06-17,2015-08-12
55,55,18893,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,12,False,PG-13 - Teens 13 or older,7.5,1623.0,821,105762,800,"Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha",Discotek Media,SANZIGEN,"Action, Sci-Fi, Seinen",24,2013-10-08,2013-12-24
56,56,34561,Re:Creators,TV,Original,22,False,R - 17+ (violence & profanity),7.69,1138.0,347,214467,1717,"Aniplex, Magic Capsule, Shogakukan, ABC Animation",,TROYCA,"Action, Sci-Fi, Fantasy",24,2017-04-08,2017-09-16
57,57,238,Rekka no Honoo,TV,Manga,42,False,PG-13 - Teens 13 or older,7.42,1948.0,1730,41792,219,Fuji TV,"Viz Media, Discotek Media",Studio Pierrot,"Action, Adventure, Martial Arts, Shounen, Super Power",23,1997-07-19,1998-07-10
58,58,27989,Hibike! Euphonium,TV,Novel,13,False,PG-13 - Teens 13 or older,8.02,530.0,367,203942,3337,"Lantis, Pony Canyon, Rakuonsha",Ponycan USA,Kyoto Animation,"Music, School, Drama",23,2015-04-08,2015-07-01
59,59,1200,Gun-dou Musashi,TV,Original,26,False,PG-13 - Teens 13 or older,6.06,7203.0,4956,4777,15,TBS,,ACC Production,"Adventure, Samurai, Fantasy",24,2006-04-09,2006-10-08
60,60,24031,Denki-gai no Honya-san,TV,Manga,12,False,PG-13 - Teens 13 or older,7.27,2517.0,1035,80620,210,"Sotsu, Pony Canyon, DAX Production, Comic Umenohone, Mobcast",Ponycan USA,Shin-Ei Animation,"Comedy, Seinen, Slice of Life",23,2014-10-02,2014-12-18
61,61,15771,Saint☆Oniisan (Movie),Movie,Manga,1,False,PG-13 - Teens 13 or older,7.94,634.0,1690,43396,230,"Aniplex, Kodansha, Toho",,A-1 Pictures,"Comedy, Seinen, Slice of Life",89,2013-05-10,2013-05-10
62,62,8986,Supernatural The Animation,OVA,Other,22,False,R - 17+ (violence & profanity),7.12,3141.0,2509,22360,55,,Warner Bros.,Madhouse,"Action, Demons, Horror, Supernatural",24,2011-02-23,2011-04-27
63,63,33337,ACCA: 13-ku Kansatsu-ka,TV,Manga,12,False,R - 17+ (violence & profanity),7.73,1027.0,1064,77826,539,"Bandai Visual, Square Enix, Lantis, Nihon Ad Systems, Banpresto, Medicos Entertainment, BS11, Sony PCL, Contents Seed",Funimation,Madhouse,"Mystery, Police, Drama, Fantasy, Seinen",24,2017-01-10,2017-03-28
64,64,34350,Alice to Zouroku,TV,Manga,12,False,PG-13 - Teens 13 or older,7.2,2797.0,1135,72634,147,"Bandai Visual, Lantis, Tokuma Shoten, Tokyo MX, Hakuhodo DY Music &amp; Pictures, Sony PCL",Funimation,J.C.Staff,"Adventure, Mystery, Seinen",23,2017-04-02,2017-06-25
65,65,534,Slayers,TV,Light novel,26,False,PG-13 - Teens 13 or older,7.85,804.0,949,89198,1702,"J.C.Staff, TV Tokyo, SoftX, TV Tokyo Music","Funimation, Central Park Media, Enoki Films",E&amp;G Films,"Adventure, Comedy, Demons, Magic, Fantasy",22,1995-04-07,1995-09-29
66,66,30694,Dragon Ball Super,TV,Manga,131,False,PG-13 - Teens 13 or older,7.78,922.0,278,250101,4314,"Yomiko Advertising, Fuji TV",Funimation,Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",23,2015-07-05,2018-03-25
67,67,14355,Yama no Susume,TV,Manga,12,False,G - All Ages,6.82,4256.0,1842,37639,65,Earth Star Entertainment,,8bit,"Adventure, Slice of Life, Comedy",3,2013-01-03,2013-03-21
68,68,11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,OVA,Visual novel,4,False,Rx - Hentai,7.56,,3031,15385,437,,,Majin,"Action, Fantasy, Hentai",30,2012-01-27,2014-01-31
69,69,35240,Princess Principal,TV,Original,12,False,R - 17+ (violence & profanity),7.71,1085.0,922,92722,609,"Bandai Visual, Lantis, Movic, Tokyo MX, Q-Tec, Hakuhodo DY Music &amp; Pictures, Medicos Entertainment",Sentai Filmworks,"Actas, Studio 3Hz","Action, Mystery, Historical",25,2017-07-09,2017-09-24
70,70,10197,Nyanpire The Animation,TV,Manga,12,False,G - All Ages,6.78,4413.0,2572,21460,83,,,Gonzo,"Comedy, Supernatural, Vampire",4,2011-07-06,2011-09-21
71,71,1587,Tenpou Ibun: Ayakashi Ayashi,TV,Original,25,False,R - 17+ (violence & profanity),7.0,3582.0,3394,12136,20,"Aniplex, Mainichi Broadcasting System",Bandai Entertainment,Bones,"Supernatural, Demons, Historical",20,2006-10-07,2007-03-31
72,72,10588,Persona 4 the Animation,TV,Game,25,False,PG-13 - Teens 13 or older,7.63,1278.0,479,167555,1748,"Aniplex, Mainichi Broadcasting System, ASCII Media Works, Index",Sentai Filmworks,AIC A.S.T.A.,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",25,2011-10-07,2012-03-30
73,73,6922,Fate/stay night Movie: Unlimited Blade Works,Movie,Visual novel,1,False,PG-13 - Teens 13 or older,7.53,1549.0,609,136486,732,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes, CREi",Sentai Filmworks,Studio Deen,"Action, Fantasy, Magic, Supernatural",100,2010-01-23,2010-01-23
74,74,6702,Fairy Tail,TV,Manga,175,False,PG-13 - Teens 13 or older,8.08,452.0,19,818652,37733,"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create",Funimation,"Satelight, A-1 Pictures","Action, Adventure, Comedy, Magic, Fantasy, Shounen",24,2009-10-12,2013-03-30
75,75,34975,Marvel Future Avengers,TV,Other,26,False,PG - Children,5.09,11187.0,7208,1699,3,,,Madhouse,"Action, Super Power, Kids",22,2017-07-22,2018-01-20
76,76,19841,Super Seisyun Brothers,TV,Web manga,14,False,PG-13 - Teens 13 or older,6.93,3827.0,2514,22259,36,AIC,,AIC Plus+,"Comedy, Josei, Slice of Life",4,2013-09-14,2013-12-14
77,77,146,Kono Minikuku mo Utsukushii Sekai,TV,Original,12,False,R+ - Mild Nudity,6.87,4042.0,1601,46881,164,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft","Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",24,2004-04-02,2004-06-18
78,78,10521,Working&#039;!!,TV,4-koma manga,13,False,PG-13 - Teens 13 or older,7.96,609.0,516,156252,386,"Aniplex, Yomiuri Telecasting, Rakuonsha","NIS America, Inc.",A-1 Pictures,"Slice of Life, Comedy, Romance",24,2011-10-01,2011-12-24
79,79,594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Special,Manga,1,False,PG-13 - Teens 13 or older,6.84,4157.0,1360,59577,269,,Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Shounen, Super Power",40,2003-12-20,2003-12-20
80,80,2520,Dragon Ball Specials,Special,Manga,2,False,PG - Children,6.91,3870.0,2783,18357,30,,,Toei Animation,"Fantasy, Comedy, Super Power, Shounen",12,1988-06-08,1988-06-08
81,81,4130,Petit Eva: Evangelion@School,ONA,Original,24,False,G - All Ages,5.91,7550.0,2833,17706,28,"Bandai Visual, Bandai Channel",,"Xebec, Kanaban Graphics","Comedy, Parody, School",3,2007-03-20,2009-03-11
82,82,27727,Binan Koukou Chikyuu Boueibu LOVE!,TV,Original,12,False,PG-13 - Teens 13 or older,7.05,3358.0,1415,56161,462,"Sotsu, Pony Canyon",Ponycan USA,Diomedea,"Slice of Life, Comedy, Parody, Magic, School",24,2015-01-07,2015-03-25
83,83,2617,Ghiblies,Special,Original,2,False,PG - Children,6.57,5325.0,5184,4283,3,,,Studio Ghibli,Comedy,18,2000-04-08,2002-07-19
84,84,33094,WWW.Working!!,TV,Web manga,13,False,PG-13 - Teens 13 or older,7.55,1514.0,1020,82352,213,"Aniplex, Yomiuri Telecasting, Lawson",,A-1 Pictures,"Slice of Life, Comedy",23,2016-10-01,2016-12-24
85,85,209,R.O.D the TV,TV,Light novel,26,False,PG-13 - Teens 13 or older,7.61,1339.0,1471,53314,387,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment","Aniplex of America, Geneon Entertainment USA",J.C.Staff,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",25,2003-09-01,2004-03-16
86,86,30721,Hacka Doll The Animation,TV,Other,13,False,PG-13 - Teens 13 or older,6.51,5553.0,2200,27988,40,"Nihon Ad Systems, AT-X, KlockWorx, Trigger, DIVE II Entertainment, Good Smile Company, Avex Pictures, DeNA, Ichijinsha",,Creators in Pack,"Comedy, Sci-Fi",7,2015-10-02,2015-12-25
87,87,7593,Kiss x Sis (TV),TV,Manga,12,False,R+ - Mild Nudity,6.97,3680.0,224,291333,1153,Starchild Records,,feel.,"Harem, Comedy, Romance, Ecchi, School, Seinen",24,2010-04-05,2010-06-21
88,88,7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,OVA,Visual novel,3,False,Rx - Hentai,7.53,,2596,21169,326,"Milky Animation Label, MS Pictures",Kitty Media,Studio Eromatick,"Harem, Hentai",29,2009-12-25,2011-05-20
89,89,22,Tennis no Ouji-sama,TV,Manga,178,False,PG-13 - Teens 13 or older,8.01,550.0,806,107492,2833,"Production I.G, Nihon Ad Systems",Viz Media,Trans Arts,"Action, Comedy, Sports, School, Shounen",22,2001-10-10,2005-03-23
90,90,1016,Gunnm,OVA,Manga,2,False,R+ - Mild Nudity,7.22,2719.0,2150,29153,131,"Animate Film, Movic",ADV Films,Madhouse,"Drama, Mecha, Sci-Fi, Shounen",30,1993-06-21,1993-08-21
91,91,15809,Hataraku Maou-sama!,TV,Light novel,13,False,PG-13 - Teens 13 or older,7.98,578.0,51,630486,6925,"Sotsu, Lantis, Pony Canyon, Magic Capsule, Infinite",Funimation,White Fox,"Comedy, Demons, Supernatural, Romance, Fantasy",24,2013-04-04,2013-06-27
92,92,3627,D.C.II S.S.: Da Capo II Second Season,TV,Visual novel,13,False,PG-13 - Teens 13 or older,7.33,2299.0,2470,23096,52,"Starchild Records, Lantis, GANSIS",,feel.,"Fantasy, Comedy, Harem, Romance, Drama",24,2008-04-06,2008-06-29
93,93,2205,Bakuretsu Tenshi: Infinity,OVA,Original,1,False,PG-13 - Teens 13 or older,6.88,3983.0,3333,12750,15,,Funimation,Gonzo,"Action, Comedy, Mecha, Sci-Fi, Shounen",27,2007-03-23,2007-03-23
94,94,2025,Darker than Black: Kuro no Keiyakusha,TV,Original,25,False,R - 17+ (violence & profanity),8.21,299.0,61,563076,14200,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic",Funimation,Bones,"Action, Sci-Fi, Mystery, Super Power",24,2007-04-06,2007-09-28
95,95,15125,Teekyuu,TV,Manga,12,False,PG-13 - Teens 13 or older,6.71,4733.0,1715,42517,168,"DAX Production, Earth Star Entertainment",,MAPPA,"Comedy, School, Shounen, Sports",2,2012-10-07,2012-12-23
96,96,7193,Aoi Bungaku Series,TV,Novel,12,False,R - 17+ (violence & profanity),7.84,807.0,724,118834,1083,"Movic, Happinet Pictures, RAY",,Madhouse,"Psychological, Historical, Thriller, Drama, Seinen",22,2009-10-11,2009-12-27
97,97,35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),TV,Light novel,12,False,PG-13 - Teens 13 or older,7.93,668.0,354,212461,2548,"Studio Hibari, Lantis, Media Factory, AT-X, Sony Music Communications, Toranoana, Kadokawa Media House, AKABEiSOFT2",Funimation,Lerche,"Drama, Psychological, School, Slice of Life",24,2017-07-12,2017-09-27
98,98,9074,Arakawa Under the Bridge x Bridge,TV,Manga,13,False,PG-13 - Teens 13 or older,7.82,837.0,855,101713,346,"Square Enix, Starchild Records, TV Tokyo Music, GANSIS","NIS America, Inc.",Shaft,"Comedy, Romance, Seinen",23,2010-10-04,2010-12-27
99,99,1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,Movie,Light novel,1,False,R - 17+ (violence & profanity),7.85,795.0,1922,35288,42,,,A.C.G.T.,"Adventure, Drama, Fantasy",29,2005-02-19,2005-02-19
100,100,2476,School Days,TV,Visual novel,12,False,R+ - Mild Nudity,6.02,7313.0,145,361605,2420,"Avex Entertainment, Marvelous, Lantis, Pony Canyon",Discotek Media,TNK,"Harem, Drama, Romance, School",25,2007-07-04,2007-09-27
