,Unnamed: 0,anime_id,title,type,source,episodes,airing,rating,score,rank,watched_by,members,favorites,producer,licensor,studio,genre,duration_min,aired_start,aired_end
1540,1540,29976,Dance with Devils,TV,Original,12,False,R - 17+ (violence & profanity),6.68,4835.0,1375,58230,428,"Avex Entertainment, Nihon Ad Systems, Movic, KlockWorx, DIVE II Entertainment",Funimation,Brain&#039;s Base,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo",23,2015-10-07,2015-12-23
1541,1541,11239,Hidamari Sketch x Honeycomb,TV,4-koma manga,12,False,PG-13 - Teens 13 or older,7.95,614.0,3069,14987,107,"Aniplex, Lantis, TBS, Movic, Houbunsha, Grooove",Sentai Filmworks,Shaft,"Slice of Life, Comedy, School, Seinen",24,2012-10-05,2012-12-21
1542,1542,986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Special,Manga,1,False,PG-13 - Teens 13 or older,7.71,1076.0,1372,58266,131,,Funimation,Toei Animation,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",47,1990-10-17,1990-10-17
1543,1543,34176,Zero kara Hajimeru Mahou no Sho,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.21,2794.0,628,133282,408,"Lantis, Half H.P Studio, Happinet Pictures, Infinite",Sentai Filmworks,White Fox,"Action, Fantasy",24,2017-04-10,2017-06-26
1544,1544,318,Hand Maid May,TV,Original,10,False,PG-13 - Teens 13 or older,6.82,4235.0,2617,20874,31,"Geneon Universal Entertainment, Pioneer LDC, Cosmic Ray",Geneon Entertainment USA,"TNK, Production Reed","Comedy, Ecchi, Harem, Romance, Sci-Fi",23,2000-07-26,2000-09-27
1545,1545,300,3x3 Eyes,OVA,Manga,4,False,R - 17+ (violence & profanity),6.91,3864.0,2784,18339,77,"Bandai Visual, Kodansha",Geneon Entertainment USA,Toei Animation,"Action, Demons, Fantasy, Horror, Romance",30,1991-07-25,1992-03-19
1546,1546,738,MÄR,TV,Manga,102,False,PG-13 - Teens 13 or older,7.39,2074.0,1942,34766,235,"TV Tokyo, Shogakukan Productions, A-Line",Viz Media,SynergySP,"Action, Adventure, Comedy, Fantasy, Shounen",24,2005-04-03,2007-03-25
1547,1547,34368,Vatican Kiseki Chousakan,TV,Novel,12,False,R - 17+ (violence & profanity),6.43,5904.0,2025,32280,60,"WOWOW, Lantis, Media Factory, Kadokawa Shoten, Movic, KBS, KlockWorx, Kadokawa Media House, Kadokawa Daiei Studio",Sentai Filmworks,J.C.Staff,"Mystery, Supernatural, Drama",24,2017-07-07,2017-09-22
1548,1548,8532,Katekyo Hitman Reborn! Special,ONA,Manga,1,False,PG-13 - Teens 13 or older,7.69,1132.0,2498,22682,135,,,Artland,"Comedy, Shounen",26,,
1549,1549,3712,Zero no Tsukaima: Princesses no Rondo,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.56,1482.0,250,272225,777,,Sentai Filmworks,J.C.Staff,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",24,2008-07-07,2008-09-22
1550,1550,12281,Rinne no Lagrange Season 2,TV,Original,12,False,PG-13 - Teens 13 or older,7.04,3423.0,2548,21813,11,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG",Viz Media,Xebec,"Action, Comedy, Mecha, Sci-Fi",24,2012-07-08,2012-09-23
1551,1551,16498,Shingeki no Kyojin,TV,Manga,25,False,R - 17+ (violence & profanity),8.49,110.0,2,1345842,64032,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Shingeki no Kyojin Team, Pony Canyon Enterprise",Funimation,Wit Studio,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",24,2013-04-07,2013-09-29
1552,1552,31771,Amanchu!,TV,Manga,12,False,PG-13 - Teens 13 or older,7.35,2219.0,1333,60916,253,"Production I.G, Frontier Works, Shochiku, AT-X, flying DOG, Tokyo MX, Mag Garden",,J.C.Staff,"Comedy, School, Shounen, Slice of Life",23,2016-07-08,2016-09-23
1553,1553,33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,OVA,Light novel,1,False,PG-13 - Teens 13 or older,8.19,331.0,1049,78767,196,5pb.,feel.,feel.,"Comedy, Romance, School",23,2016-10-27,2016-10-27
1554,1554,35988,Dame x Prince Anime Caravan,TV,Visual novel,12,False,PG-13 - Teens 13 or older,6.6,5191.0,3359,12497,45,AZ Creative,Sentai Filmworks,Studio Flad,"Adventure, Comedy, Romance",23,2018-01-10,2018-03-28
1555,1555,30901,Utawarerumono: Itsuwari no Kamen,TV,Visual novel,25,False,PG-13 - Teens 13 or older,7.34,2289.0,1147,71759,322,"KlockWorx, Toranoana, AQUAPLUS, ensky, King Records",Sentai Filmworks,White Fox,"Action, Drama, Fantasy",23,2015-10-04,2016-03-27
1556,1556,29325,Ghost in the Shell: Arise - Alternative Architecture,TV,Manga,10,False,R - 17+ (violence & profanity),7.32,2336.0,2119,29709,41,TOHO animation,Funimation,Production I.G,"Mecha, Police, Psychological, Sci-Fi",24,2015-04-05,2015-06-14
1557,1557,32,Neon Genesis Evangelion: The End of Evangelion,Movie,Original,1,False,R+ - Mild Nudity,8.48,113.0,216,295923,8159,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, Audio Tanaka",Manga Entertainment,"Gainax, Production I.G","Sci-Fi, Dementia, Psychological, Drama, Mecha",87,1997-07-19,1997-07-19
1558,1558,2458,Kimagure Orange☆Road OVA,OVA,Manga,8,False,R - 17+ (violence & profanity),7.57,1428.0,5196,4245,6,,,Studio Pierrot,"Magic, Comedy, Romance, School, Drama",30,1989-03-01,1991-04-01
1559,1559,4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,Special,Manga,1,False,PG-13 - Teens 13 or older,7.21,2789.0,6028,2909,0,"Bandai Visual, TBS",,Studio Deen,"Action, Police, Comedy, Seinen",24,,
1560,1560,35756,Comic Girls,TV,4-koma manga,12,True,PG-13 - Teens 13 or older,7.2,2799.0,1731,41784,66,,,Nexus,"Slice of Life, Comedy",23,2018-04-05,
1561,1561,1894,Yu☆Gi☆Oh!: Hikari no Pyramid,Movie,Manga,1,False,PG-13 - Teens 13 or older,6.67,4916.0,1615,46247,59,Nihon Ad Systems,"4Kids Entertainment, Warner Bros.",Studio Gallop,"Adventure, Comedy, Fantasy, Game",101,2004-08-13,2004-08-13
1562,1562,8235,Muumin (1972),TV,Book,52,False,G - All Ages,6.69,4806.0,7950,1181,4,,,Mushi Production,"Adventure, Comedy, Fantasy, Slice of Life",25,1972-01-09,1972-12-31
1563,1563,15793,Senki Zesshou Symphogear G,TV,Original,13,False,PG-13 - Teens 13 or older,7.51,1619.0,1975,33816,440,"Starchild Records, Memory-Tech, Dwango, Bushiroad, Good Smile Company, Kinyosha",,Satelight,"Action, Music, Sci-Fi",23,2013-07-05,2013-09-27
1564,1564,66,Azumanga Daioh,TV,4-koma manga,26,False,PG-13 - Teens 13 or older,8.04,500.0,369,203314,4362,"Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records","ADV Films, Sentai Filmworks",J.C.Staff,"Slice of Life, Comedy, School",24,2002-04-09,2002-10-01
1565,1565,1210,NHK ni Youkoso!,TV,Novel,24,False,R+ - Mild Nudity,8.38,178.0,132,384164,15923,"NHK, Victor Entertainment","ADV Films, Funimation",Gonzo,"Comedy, Psychological, Drama, Romance",24,2006-07-10,2006-12-18
1566,1566,10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,Special,Manga,1,False,PG-13 - Teens 13 or older,7.41,1975.0,1506,51650,125,,,J.C.Staff,"Comedy, School, Shoujo",12,2010-07-24,2010-07-24
1567,1567,28701,Fate/stay night: Unlimited Blade Works 2nd Season,TV,Visual novel,13,False,R - 17+ (violence & profanity),8.4,166.0,169,335814,3954,"Aniplex, Notes",Aniplex of America,ufotable,"Action, Supernatural, Magic, Fantasy",23,2015-04-05,2015-06-28
1568,1568,17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",TV,Manga,12,False,R+ - Mild Nudity,6.41,5975.0,889,97271,125,"Lantis, Magic Capsule",Discotek Media,Project No.9,"Comedy, Ecchi, Romance, Shounen, Supernatural",23,2014-01-04,2014-03-23
1569,1569,13333,Tari Tari,TV,Original,13,False,PG-13 - Teens 13 or older,7.4,2051.0,874,99540,450,"Bandai Visual, Dentsu, Sotsu, Lantis, Pony Canyon, Showgate, Good Smile Company, Infinite",Sentai Filmworks,P.A. Works,"Music, Slice of Life, School",24,2012-07-01,2012-09-23
1570,1570,2705,Bakusou Kyoudai Let&#039;s & Go,TV,Manga,51,False,G - All Ages,6.87,4023.0,4607,5773,34,,,"Production I.G, Xebec","Adventure, Cars, Sports, Shounen",25,1996-01-08,1996-12-23
1571,1571,6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,OVA,Manga,13,False,PG-13 - Teens 13 or older,8.18,338.0,1441,55088,635,Akita Shoten,Discotek Media,TMS Entertainment,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",24,2009-06-24,2010-04-21
1572,1572,1860,Tokyo Majin Gakuen Kenpucho: Tou,TV,Visual novel,14,False,R - 17+ (violence & profanity),7.26,2592.0,1496,52014,234,Trinity Sound,"ADV Films, Funimation","AIC Spirits, BeSTACK","Action, Horror, Supernatural, Drama, Martial Arts, Fantasy, School",24,2007-01-19,2007-04-20
1573,1573,31789,Oni Chichi: Vacation,OVA,Visual novel,1,False,Rx - Hentai,7.07,,4402,6438,26,,,PoRO,Hentai,31,2016-04-28,2016-04-28
1574,1574,4981,Casshern Sins,TV,Other,24,False,R - 17+ (violence & profanity),7.59,1373.0,865,100884,1211,"Showgate, USEN",Funimation,"Madhouse, Tatsunoko Production","Action, Adventure, Drama, Psychological, Sci-Fi",24,2008-10-02,2009-03-16
1575,1575,71,Full Metal Panic!,TV,Light novel,24,False,R - 17+ (violence & profanity),7.75,985.0,187,318335,3899,Kadokawa Shoten,"ADV Films, Funimation",Gonzo,"Action, Military, Sci-Fi, Comedy, Mecha",24,2002-01-08,2002-06-18
1576,1576,28497,Rokka no Yuusha,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.53,1562.0,186,321933,1722,Pony Canyon,Ponycan USA,Passione,"Action, Adventure, Fantasy, Magic, Mystery",24,2015-07-05,2015-09-20
1577,1577,34933,Kakegurui,TV,Manga,12,False,R - 17+ (violence & profanity),7.56,1463.0,253,271005,1688,"Dentsu, Square Enix, Movic, KlockWorx, DIVE II Entertainment, 81 Produce, Avex Pictures, Furyu",,MAPPA,"Drama, Game, Mystery, Psychological, School, Shounen",24,2017-07-01,2017-09-23
1578,1578,29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,TV,4-koma manga,13,False,PG-13 - Teens 13 or older,7.49,1662.0,801,108005,137,"DAX Production, Dream Creation",,Seven,"Slice of Life, Comedy, Romance, Seinen",3,2015-04-03,2015-06-26
1579,1579,391,Tales of Phantasia The Animation,OVA,Game,4,False,PG-13 - Teens 13 or older,6.91,3891.0,2786,18304,46,"Geneon Universal Entertainment, Frontier Works",Geneon Entertainment USA,Actas,"Adventure, Fantasy, Shounen",30,2004-11-25,2006-02-24
1580,1580,2102,Tattoon Master,OVA,Manga,2,False,PG-13 - Teens 13 or older,6.2,6762.0,7114,1772,3,KSS,Media Blasters,AIC,"Adventure, Comedy, Slice of Life, Supernatural",30,1996-04-26,1996-08-23
1581,1581,25835,Shirobako,TV,Original,24,False,PG-13 - Teens 13 or older,8.44,146.0,325,222690,4590,"Sotsu, Movic, Warner Bros., KlockWorx, Showgate, Infinite",Sentai Filmworks,P.A. Works,"Comedy, Drama",24,2014-10-09,2015-03-26
1582,1582,16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,OVA,Light novel,1,False,PG-13 - Teens 13 or older,7.37,2154.0,1403,56908,60,,Sentai Filmworks,Diomedea,"Fantasy, Supernatural",23,2013-07-20,2013-07-20
1583,1583,8440,Black Lagoon Omake,Special,Manga,7,False,PG-13 - Teens 13 or older,6.94,3764.0,1758,40633,59,Geneon Universal Entertainment,,Madhouse,Comedy,3,2009-12-23,2010-03-25
1584,1584,17641,Date A Live: Date to Date,OVA,Light novel,1,False,R+ - Mild Nudity,7.51,1602.0,912,93979,216,Nippon Columbia,Funimation,AIC Plus+,"Sci-Fi, Harem, Comedy, Romance, School",24,2013-12-06,2013-12-06
1585,1585,1486,Kodomo no Omocha (TV),TV,Manga,102,False,PG-13 - Teens 13 or older,8.15,375.0,1948,34595,879,"TV Tokyo, Nihon Ad Systems, Pony Canyon",Funimation,Studio Gallop,"Comedy, Drama, Romance, Shoujo",22,1996-04-05,1998-03-27
1586,1586,12413,Jormungand,TV,Manga,12,False,R+ - Mild Nudity,7.93,642.0,418,184171,1856,"Geneon Universal Entertainment, Shogakukan Productions, Jormungand Production Partners",Funimation,White Fox,"Action, Adventure, Seinen",24,2012-04-11,2012-06-27
1587,1587,1350,Parasite Dolls,OVA,Original,3,False,R+ - Mild Nudity,6.64,5028.0,4016,8059,12,Imagica,"ADV Films, Sentai Filmworks",AIC,"Action, Sci-Fi, Police, Mecha",30,2003-05-22,2003-07-24
1588,1588,3359,Amatsuki,TV,Manga,13,False,PG-13 - Teens 13 or older,7.0,3554.0,1611,46431,133,"Frontier Works, Sotsu",,Studio Deen,"Action, Historical, Demons, Supernatural, Fantasy, Josei",23,2008-04-05,2008-06-28
1589,1589,1356,Hokuto no Ken 2,TV,Manga,43,False,R - 17+ (violence & profanity),7.6,1350.0,3017,15515,91,,Discotek Media,Toei Animation,"Action, Drama, Martial Arts, Super Power",25,1987-03-12,1988-02-18
1590,1590,32397,Saga-ken wo Meguru Animation,Movie,Original,2,False,G - All Ages,6.14,6977.0,8119,1116,1,,,"Seven Arcs, Seven Arcs Pictures",Slice of Life,12,2016-03-12,2016-03-12
1591,1591,513,Tenkuu no Shiro Laputa,Movie,Original,1,False,PG - Children,8.38,179.0,364,204958,1811,Tokuma Shoten,"Walt Disney Studios, GKIDS",Studio Ghibli,"Adventure, Fantasy, Romance, Sci-Fi",125,1986-08-02,1986-08-02
1592,1592,10464,Seitokai no Ichizon Lv.2,ONA,Light novel,10,False,PG-13 - Teens 13 or older,7.45,1822.0,1548,49092,72,,Sentai Filmworks,AIC,"Harem, Comedy, Parody, School",24,2012-10-13,2012-12-15
1593,1593,1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,Movie,Original,1,False,PG-13 - Teens 13 or older,7.21,2784.0,4278,6926,1,Sotsu,"Nozomi Entertainment, Bandai Entertainment",Sunrise,"Military, Sci-Fi, Space, Drama, Romance, Mecha",97,2005-10-29,2005-10-29
1594,1594,1521,Black Jack the Movie,Movie,Manga,1,False,R - 17+ (violence & profanity),7.38,2098.0,4103,7706,19,,"Discotek Media, Manga Entertainment",Tezuka Productions,Drama,93,1996-11-30,1996-11-30
1595,1595,10801,Copihan,ONA,Manga,7,False,PG-13 - Teens 13 or older,5.53,8316.0,4322,6714,4,"Studio Mausu, Slowcurve",,Gonzo,"Comedy, School, Sci-Fi",6,2011-08-12,2011-11-03
1596,1596,33417,Super Lovers 2,TV,Manga,10,False,PG-13 - Teens 13 or older,7.69,1140.0,1954,34364,251,"Kadokawa Shoten, Movic, AT-X, DAX Production, Nippon Columbia, KlockWorx, Sony Music Communications, Tokyo MX, Lawson HMV Entertainment, TV Saitama",,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Shounen Ai",24,2017-01-12,2017-03-16
1597,1597,6634,Sengoku Basara Two,TV,Game,12,False,PG-13 - Teens 13 or older,7.67,1174.0,1533,50046,179,"Dentsu, Shochiku, Mainichi Broadcasting System, Pony Canyon, Movic, flying DOG",Funimation,Production I.G,"Action, Historical, Martial Arts, Samurai, Super Power",24,2010-07-11,2010-09-26
1598,1598,31147,Concrete Revolutio: Choujin Gensou,TV,Original,13,False,PG-13 - Teens 13 or older,6.8,4306.0,1357,59961,172,"Bandai Visual, Lantis, Tokyo MX, Animatic, Hakuhodo DY Media Partners, Techno Sound, Anime Consortium Japan",Funimation,Bones,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",24,2015-10-04,2015-12-27
1599,1599,13939,Accel World EX,OVA,Light novel,2,False,PG-13 - Teens 13 or older,7.26,2554.0,1078,77082,85,,,Sunrise,"Action, Game, Sci-Fi, Romance, School",24,2012-09-13,2013-01-31
1600,1600,637,Iketeru Futari,TV,Manga,16,False,R+ - Mild Nudity,6.74,4580.0,3235,13557,27,TBS,,J.C.Staff,"Comedy, Ecchi, Romance, School, Seinen",5,1999-02-02,1999-02-26
1601,1601,8915,Dantalian no Shoka,TV,Light novel,12,False,R - 17+ (violence & profanity),7.32,2328.0,855,102148,436,"TV Tokyo, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo, Dwango",Funimation,Gainax,"Action, Mystery, Historical, Supernatural",25,2011-07-16,2011-10-01
1602,1602,24011,Lance N&#039; Masques,TV,Light novel,12,False,PG-13 - Teens 13 or older,5.64,8126.0,1837,37938,29,"Pony Canyon, TBS, DAX Production, KlockWorx, Docomo Anime Store, NichiNare",Ponycan USA,Studio Gokumi,Fantasy,24,2015-10-02,2015-12-18
1603,1603,28495,Sidonia no Kishi Movie,Movie,Manga,1,False,R - 17+ (violence & profanity),7.37,2163.0,4144,7540,8,,Sentai Filmworks,Polygon Pictures,"Action, Mecha, Sci-Fi, Seinen, Space",134,2015-03-06,2015-03-06
1604,1604,3588,Soul Eater,TV,Manga,51,False,PG-13 - Teens 13 or older,8.03,523.0,23,791551,17953,"TV Tokyo, Aniplex, Dentsu, Media Factory",Funimation,Bones,"Action, Fantasy, Comedy, Supernatural, Shounen",24,2008-04-07,2009-03-30
1605,1605,24765,Gakkougurashi!,TV,Manga,12,False,R - 17+ (violence & profanity),7.69,1129.0,352,213143,2570,"Nitroplus, NBCUniversal Entertainment Japan",Sentai Filmworks,Lerche,"Slice of Life, Psychological, School, Horror, Mystery",24,2015-07-09,2015-09-24
1606,1606,187,Initial D Third Stage,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.97,587.0,1310,61960,225,OB Planning,Funimation,Studio Deen,"Action, Cars, Sports, Drama, Romance, Seinen",105,2001-01-13,2001-01-13
1607,1607,1639,Boku no Pico,OVA,Original,1,False,Rx - Hentai,4.99,,1057,78255,1192,Natural High,,"Sugar Boy, Blue Cat","Hentai, Yaoi",34,2006-09-07,2006-09-07
1608,1608,14511,Minami-ke Tadaima,TV,Manga,13,False,PG-13 - Teens 13 or older,7.76,972.0,1827,38390,64,,Funimation,feel.,"Comedy, School, Slice of Life",24,2013-01-06,2013-03-31
1609,1609,186,Initial D Second Stage,TV,Manga,13,False,PG-13 - Teens 13 or older,8.16,360.0,1136,72650,312,"OB Planning, Fuji TV",Funimation,Pastel,"Action, Cars, Sports, Drama, Seinen",23,1999-10-15,2000-01-21
1610,1610,31629,Granblue Fantasy The Animation,TV,Game,13,False,PG-13 - Teens 13 or older,6.83,4185.0,1032,81147,151,"Aniplex, Tohokushinsha Film Corporation, Cygames",Aniplex of America,A-1 Pictures,"Adventure, Fantasy",23,2017-04-02,2017-06-25
1611,1611,23283,Zankyou no Terror,TV,Original,11,False,R - 17+ (violence & profanity),8.21,311.0,76,512234,12027,"Aniplex, Dentsu, Fuji TV, Tohokushinsha Film Corporation, Kyoraku Industrial Holdings",Funimation,MAPPA,"Mystery, Psychological, Thriller",22,2014-07-11,2014-09-26
1612,1612,33019,Reikenzan: Eichi e no Shikaku,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.05,3383.0,2401,24256,56,"Haoliners Animation League, Tencent Animation",,Studio Deen,"Comedy, Magic, Fantasy",24,2017-01-08,2017-03-26
1613,1613,413,Hametsu no Mars,OVA,Visual novel,1,False,R - 17+ (violence & profanity),2.33,9514.0,1949,34524,202,"Idea Factory, King Records, Design Factory",,WAO World,"Sci-Fi, Horror",19,2005-07-06,2005-07-06
1614,1614,1505,Detective Conan Movie 09: Strategy Above the Depths,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.94,627.0,2276,26534,16,,,TMS Entertainment,"Adventure, Mystery, Comedy, Police, Shounen",110,2005-04-09,2005-04-09
1615,1615,19023,"Wake Up, Girls!",TV,Original,12,False,PG-13 - Teens 13 or older,7.05,3394.0,1863,37184,138,"TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company",Sentai Filmworks,"Tatsunoko Production, Ordet","Drama, Music",24,2014-01-11,2014-03-29
1616,1616,14833,Maoyuu Maou Yuusha,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.43,1898.0,315,226924,753,"Genco, Animax",Sentai Filmworks,Arms,"Adventure, Demons, Fantasy, Historical, Romance",23,2013-01-05,2013-03-30
1617,1617,11001,Toshokan Sensou: Kakumei no Tsubasa,Movie,Novel,1,False,PG-13 - Teens 13 or older,7.91,690.0,3251,13460,30,"Kadokawa Shoten, Dwango, Sony PCL, Jinnan Studio",,Production I.G,"Action, Comedy, Military, Romance",105,2012-06-16,2012-06-16
1618,1618,6178,Pokemon Diamond & Pearl: Arceus Choukoku no Jikuu e,Movie,Game,1,False,PG - Children,7.11,3184.0,1802,39264,70,"Viz Media, Studio Jack",The Pokemon Company International,OLM,"Action, Adventure, Comedy, Drama, Fantasy, Kids",94,2009-07-18,2009-07-18
1619,1619,31710,Divine Gate,TV,Game,12,False,PG-13 - Teens 13 or older,5.79,7816.0,792,109015,227,,Funimation,Studio Pierrot,"Action, Sci-Fi, Fantasy",23,2016-01-08,2016-03-25
1620,1620,9330,Dragon Crisis!,TV,Light novel,12,False,PG-13 - Teens 13 or older,6.86,4064.0,732,117683,284,"Yomiuri Telecasting, Starchild Records, Kids Station, DAX Production, Shueisha",,Studio Deen,"Action, Magic, Romance, School, Seinen, Supernatural",23,2011-01-11,2011-03-29
1621,1621,349,Magical Canan,TV,Visual novel,13,False,PG-13 - Teens 13 or older,6.34,6231.0,5613,3505,3,,Discotek Media,AIC A.S.T.A.,"Supernatural, Drama, Magic, Fantasy",24,2004-01-01,2005-03-26
1622,1622,35248,18if,TV,Game,13,False,R - 17+ (violence & profanity),6.34,6205.0,2027,32276,48,"Sotsu, DLE, BS Fuji, Tokyo MX, Mobcast, RAY",Funimation,Gonzo,"Mystery, Supernatural",23,2017-07-07,2017-09-29
1623,1623,873,.hack//Roots,TV,Original,26,False,PG-13 - Teens 13 or older,7.02,3481.0,1391,57485,263,"TV Tokyo, Bandai Visual, CyberConnect2","Funimation, Bandai Entertainment",Bee Train,"Adventure, Drama, Fantasy, Game, Sci-Fi",24,2006-04-06,2006-09-28
1624,1624,13663,To LOVE-Ru Darkness,TV,Manga,12,False,R+ - Mild Nudity,7.71,1091.0,405,189198,1634,"Geneon Universal Entertainment, Magic Capsule, Shueisha",Sentai Filmworks,Xebec,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",23,2012-10-06,2012-12-29
1625,1625,13139,Gakkatsu!,TV,Original,25,False,G - All Ages,6.56,5370.0,4586,5847,8,Fanworks,,NHK,"Comedy, School",5,2012-04-03,2012-09-18
1626,1626,550,Yu☆Gi☆Oh!,TV,Manga,27,False,PG-13 - Teens 13 or older,7.29,2479.0,732,117851,739,Nihon Ad Systems,,Toei Animation,"Action, Game, Comedy, Fantasy, Shounen",24,1998-04-04,1998-10-10
1627,1627,31737,Gakusen Toshi Asterisk 2nd Season,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.32,2333.0,460,174464,456,"Aniplex, Animax, Movic, flying DOG, Bandai Namco Entertainment, Asahi Broadcasting",Aniplex of America,A-1 Pictures,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",24,2016-04-02,2016-06-18
1628,1628,6811,InuYasha: Kanketsu-hen,TV,Manga,26,False,PG-13 - Teens 13 or older,8.32,219.0,626,133736,1443,"Aniplex, YTV, Shogakukan",Viz Media,Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",24,2009-10-04,2010-03-30
1629,1629,2594,Piano no Mori,Movie,Manga,1,False,G - All Ages,7.81,864.0,1908,35921,95,"Sony Music Entertainment, Cyclone Graphics inc",,Madhouse,"Adventure, Music, Comedy, Drama, School, Seinen",100,2007-07-21,2007-07-21
1630,1630,464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.75,998.0,1586,47452,140,"Fuji TV, Fuji Pacific Music Publishing",,Toei Animation,"Adventure, Comedy, Fantasy, Shounen",91,2005-03-05,2005-03-05
1631,1631,7058,Uragiri wa Boku no Namae wo Shitteiru,TV,Manga,24,False,R - 17+ (violence & profanity),7.39,2091.0,1243,65520,911,,Funimation,J.C.Staff,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",23,2010-04-12,2010-09-20
1632,1632,2367,Moetan,TV,Other,12,False,R+ - Mild Nudity,6.51,5569.0,2571,21456,64,Lantis,,Actas,"Comedy, Ecchi, Magic, School",24,2007-07-09,2007-09-24
1633,1633,30870,Ajin Part 3: Shougeki,Movie,Manga,1,False,None,7.45,1794.0,3213,13844,13,TOHO animation,Sentai Filmworks,Polygon Pictures,"Action, Horror, Mystery, Seinen, Supernatural",120,2016-09-23,2016-09-23
1634,1634,31652,Taimanin Asagi 2,OVA,Visual novel,2,False,Rx - Hentai,6.23,,5567,3576,11,ZIZ Entertainment (ZIZ),,T-Rex,"Demons, Hentai, Supernatural",21,2015-10-30,2015-10-30
1635,1635,32262,Renai Boukun,TV,Web manga,12,False,PG-13 - Teens 13 or older,6.9,3929.0,536,150774,378,"TV Tokyo, Half H.P Studio, DIVE II Entertainment, Avex Pictures",Funimation,EMT²,"Harem, Comedy, Supernatural, Romance, Ecchi, School",23,2017-04-07,2017-06-23
1636,1636,392,Yuu☆Yuu☆Hakusho,TV,Manga,112,False,PG-13 - Teens 13 or older,8.48,114.0,246,272713,10968,"Yomiko Advertising, Fuji TV",Funimation,Studio Pierrot,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",24,1992-10-10,1995-01-07
1637,1637,8086,Densetsu no Yuusha no Densetsu,TV,Light novel,24,False,R - 17+ (violence & profanity),7.76,964.0,448,177912,1687,"Lantis, Media Factory, Kadokawa Contents Gate, Fujimi Shobo",Funimation,Zexcs,"Action, Adventure, Magic, Fantasy, Shounen",24,2010-07-02,2010-12-17
1638,1638,644,Hachimitsu to Clover Specials,Special,Manga,2,False,PG-13 - Teens 13 or older,7.8,873.0,2455,23370,53,,Viz Media,J.C.Staff,"Comedy, Drama, Josei, Romance, Slice of Life",22,2005-12-23,2006-02-24
1639,1639,30524,Kagewani,TV,Original,13,False,R - 17+ (violence & profanity),6.51,5558.0,2468,23102,30,Directions,,Tomovies,"Horror, Mystery, Supernatural, Thriller",7,2015-10-02,2015-12-25
1640,1640,21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,Special,Light novel,13,False,PG-13 - Teens 13 or older,6.8,4316.0,2618,20892,28,Media Factory,,J.C.Staff,Comedy,0,2013-01-02,2013-03-27
1641,1641,5667,To LOVE-Ru OVA,OVA,Manga,6,False,R+ - Mild Nudity,7.46,1787.0,862,101414,224,Shueisha,,Xebec,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",25,2009-04-03,2010-04-02
